,antiviral
2997,0
2998,0
2999,0
3000,1
3001,0
3002,0
3003,0
3004,0
3005,1
3006,0
3007,0
3008,0
3009,0
3010,1
3011,0
3012,0
3013,1
3014,0
3015,0
3016,0
3017,1
3018,0
3019,0
3020,1
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,1
3031,0
3032,0
3033,0
3034,1
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,1
3044,0
3045,1
3046,1
3047,0
3048,1
3049,1
3050,1
3051,1
3052,0
3053,0
3054,1
3055,0
3056,0
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,1
3071,1
3072,0
3073,0
3074,1
3075,0
3076,1
3077,1
3078,0
3079,0
3080,1
3081,0
3082,0
3083,1
3084,0
3085,0
3086,1
3087,0
3088,0
3089,1
3090,1
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,1
3100,0
3101,0
3102,0
3103,1
3104,0
3105,0
3106,0
3107,0
3108,0
3109,0
3110,0
3111,0
3112,0
3113,1
3114,0
3115,1
3116,1
3117,0
3118,0
3119,1
3120,0
3121,1
3122,0
3123,0
3124,0
3125,1
3126,0
3127,1
3128,0
3129,0
3130,0
3131,1
3132,1
3133,0
3134,1
3135,1
3136,0
3137,1
3138,0
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,1
3147,0
3148,1
3149,0
3150,0
3151,0
3152,1
3153,0
3154,0
3155,1
3156,1
3157,0
3158,0
3159,1
3160,0
3161,0
3162,1
3163,0
3164,0
3165,0
3166,1
3167,0
3168,1
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,0
3176,0
3177,0
3178,1
3179,0
3180,1
3181,1
3182,0
3183,0
3184,0
3185,0
3186,0
3187,0
3188,0
3189,1
3190,0
3191,0
3192,1
3193,0
3194,1
3195,1
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,0
3208,0
3209,1
3210,0
3211,1
3212,0
3213,0
3214,0
3215,0
3216,1
3217,0
3218,1
3219,0
3220,1
3221,1
3222,0
3223,1
3224,1
3225,1
3226,0
3227,0
3228,0
3229,0
3230,0
3231,0
3232,0
3233,1
3234,0
3235,0
3236,1
3237,0
3238,0
3239,0
3240,0
3241,1
3242,1
3243,1
3244,1
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,1
3253,0
3254,0
3255,0
3256,0
3257,1
3258,0
3259,1
3260,0
3261,0
3262,0
3263,0
3264,1
3265,0
3266,0
3267,1
3268,0
3269,0
3270,0
3271,0
3272,1
3273,1
3274,0
3275,0
3276,0
3277,1
3278,0
3279,1
3280,0
3281,1
3282,0
3283,1
3284,0
3285,0
3286,0
3287,1
3288,1
3289,0
3290,0
3291,0
3292,0
3293,1
3294,0
3295,1
3296,1
3297,0
3298,0
3299,0
3300,0
3301,1
3302,0
3303,0
3304,1
3305,0
3306,0
3307,0
3308,1
3309,0
3310,1
3311,1
3312,1
3313,1
3314,0
3315,0
3316,0
3317,1
3318,0
3319,0
3320,0
3321,1
3322,0
3323,1
3324,0
3325,0
3326,1
3327,0
3328,0
3329,1
3330,0
3331,0
3332,0
3333,0
3334,1
3335,1
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,1
3344,0
3345,0
3346,0
3347,0
3348,1
3349,1
3350,0
3351,0
3352,0
3353,1
3354,0
3355,1
3356,1
3357,1
3358,0
3359,0
3360,0
3361,0
3362,1
3363,1
3364,1
3365,0
3366,0
3367,1
3368,1
3369,0
3370,1
3371,0
3372,1
3373,0
3374,0
3375,0
3376,1
3377,0
3378,1
3379,1
3380,0
3381,1
3382,0
3383,0
3384,0
3385,1
3386,0
3387,0
3388,0
3389,1
3390,0
3391,0
3392,0
3393,1
3394,0
3395,1
3396,1
3397,0
3398,0
3399,0
3400,1
3401,0
3402,0
3403,0
3404,1
3405,1
3406,1
3407,0
3408,0
3409,1
3410,1
3411,0
3412,0
3413,0
3414,0
3415,1
3416,0
3417,0
3418,0
3419,1
3420,1
3421,0
3422,0
3423,0
3424,0
3425,0
3426,1
3427,0
3428,1
3429,1
3430,0
3431,0
3432,0
3433,1
3434,0
3435,1
3436,0
3437,0
3438,0
3439,0
3440,1
3441,1
3442,0
3443,0
3444,1
3445,1
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,1
3453,1
3454,1
3455,1
3456,0
3457,1
3458,0
3459,0
3460,0
3461,1
3462,0
3463,0
3464,1
3465,1
3466,0
3467,1
3468,0
3469,1
3470,0
3471,0
3472,1
3473,1
3474,0
3475,0
3476,0
3477,1
3478,1
3479,0
3480,0
3481,1
3482,1
3483,0
3484,0
3485,0
3486,0
3487,1
3488,1
3489,1
3490,0
3491,0
3492,0
3493,1
3494,0
3495,0
3496,1
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,1
3505,0
3506,0
3507,0
3508,0
3509,1
3510,0
3511,0
3512,1
3513,0
3514,0
3515,0
3516,0
3517,1
3518,1
3519,0
3520,0
3521,0
3522,1
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,1
3530,1
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,1
3538,0
3539,0
3540,0
3541,1
3542,1
3543,0
3544,0
3545,0
3546,0
3547,0
3548,1
3549,1
3550,1
3551,0
3552,1
3553,0
3554,0
3555,0
3556,0
3557,1
3558,1
3559,0
3560,0
3561,0
3562,1
3563,0
3564,0
3565,0
3566,0
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,1
3575,0
3576,0
3577,0
3578,1
3579,0
3580,0
3581,0
3582,0
3583,0
3584,1
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,1
3593,0
3594,0
3595,0
3596,1
3597,0
3598,1
3599,0
3600,0
3601,0
3602,0
3603,0
3604,1
3605,0
3606,0
3607,0
3608,1
3609,0
3610,1
3611,0
3612,0
3613,1
3614,1
3615,1
3616,0
3617,1
3618,1
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,1
3626,0
3627,1
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,1
3638,1
3639,1
3640,0
3641,1
3642,1
3643,0
3644,0
3645,0
3646,1
3647,1
3648,0
3649,0
3650,1
3651,1
3652,0
3653,1
3654,0
3655,0
3656,0
3657,0
3658,1
3659,0
3660,1
3661,1
3662,1
3663,0
3664,0
3665,0
3666,1
3667,0
3668,0
3669,0
3670,0
3671,1
3672,1
3673,0
3674,1
3675,0
3676,0
3677,0
3678,1
3679,1
3680,0
3681,0
3682,0
3683,0
3684,1
3685,0
3686,1
3687,1
3688,0
3689,0
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,1
3698,0
3699,0
3700,1
3701,0
3702,0
3703,1
3704,1
3705,0
3706,0
3707,0
3708,0
3709,1
3710,0
3711,1
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,1
3723,0
3724,0
3725,1
3726,0
3727,0
3728,0
3729,1
3730,0
3731,0
3732,0
3733,1
3734,0
3735,0
3736,1
3737,0
3738,0
3739,0
3740,1
3741,1
3742,0
3743,0
3744,0
3745,1
3746,0
3747,1
3748,1
3749,0
3750,0
3751,1
3752,0
3753,1
3754,0
3755,0
3756,1
3757,0
3758,0
3759,0
3760,1
3761,0
3762,0
3763,1
3764,0
3765,0
3766,1
3767,1
3768,1
3769,0
3770,0
3771,0
3772,1
3773,1
3774,0
3775,1
3776,1
3777,1
3778,0
3779,0
3780,0
3781,1
3782,0
3783,0
3784,1
3785,1
3786,1
3787,0
3788,1
3789,1
3790,0
3791,0
3792,1
3793,0
3794,0
3795,0
3796,0
3797,1
3798,0
3799,0
3800,0
3801,0
3802,1
3803,0
3804,1
3805,1
3806,0
3807,1
3808,0
3809,0
3810,0
3811,0
3812,1
3813,1
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,1
3821,0
3822,0
3823,0
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,1
3831,0
3832,0
3833,0
3834,0
3835,1
3836,1
3837,1
3838,1
3839,0
3840,1
3841,1
3842,1
3843,1
3844,0
3845,1
3846,1
3847,0
3848,1
3849,1
3850,1
3851,0
3852,0
3853,1
3854,0
3855,1
3856,0
3857,1
3858,0
3859,0
3860,1
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,1
3871,1
3872,0
3873,0
3874,1
3875,0
3876,0
3877,0
3878,0
3879,0
3880,1
3881,0
3882,1
3883,0
3884,1
3885,0
3886,1
3887,0
3888,0
3889,0
3890,0
3891,0
3892,1
3893,0
3894,0
3895,0
3896,0
3897,1
3898,1
3899,0
3900,1
3901,0
3902,0
3903,1
3904,0
3905,1
3906,1
3907,0
3908,1
3909,1
3910,1
3911,0
3912,1
3913,1
3914,0
3915,1
3916,0
3917,0
3918,0
3919,1
3920,0
3921,0
3922,1
3923,0
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,1
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,1
3941,0
3942,1
3943,0
3944,0
3945,1
3946,0
3947,0
3948,0
3949,0
3950,0
3951,1
3952,0
3953,1
3954,0
3955,0
3956,1
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,1
3966,0
3967,0
3968,0
3969,0
3970,0
3971,0
3972,0
3973,0
3974,0
3975,1
3976,0
3977,0
3978,0
3979,0
3980,1
3981,0
3982,1
3983,0
3984,0
3985,0
3986,1
3987,0
3988,1
3989,0
3990,0
3991,0
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,1
3999,0
4000,0
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,1
4008,0
4009,0
4010,0
4011,0
4012,1
4013,0
4014,0
4015,0
4016,0
4017,0
4018,1
4019,1
4020,0
4021,0
4022,1
4023,0
4024,0
4025,0
4026,0
4027,0
4028,1
4029,1
4030,0
4031,1
4032,0
4033,0
4034,1
4035,0
4036,1
4037,1
4038,0
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4045,0
4046,1
4047,0
4048,1
4049,0
4050,0
4051,1
4052,0
4053,0
4054,0
4055,0
4056,1
4057,1
4058,1
4059,0
4060,0
4061,1
4062,0
4063,1
4064,0
4065,0
4066,0
4067,0
4068,0
4069,0
4070,1
4071,0
4072,0
4073,0
4074,0
4075,0
4076,1
4077,1
4078,1
4079,0
4080,0
4081,0
4082,0
4083,1
4084,1
4085,1
4086,0
4087,0
4088,1
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,0
4097,0
4098,1
4099,0
4100,1
4101,0
4102,0
4103,0
4104,1
4105,0
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,0
4114,1
4115,1
4116,0
4117,0
4118,0
4119,0
4120,0
4121,1
4122,1
4123,0
4124,1
4125,0
4126,0
4127,1
4128,0
4129,0
4130,1
4131,1
4132,0
4133,1
4134,0
4135,0
4136,0
4137,0
4138,1
4139,0
4140,0
4141,1
4142,1
4143,0
4144,0
4145,0
4146,0
4147,0
4148,0
4149,0
4150,0
4151,1
4152,1
4153,0
4154,0
4155,0
4156,0
4157,0
4158,1
4159,1
4160,1
4161,0
4162,1
4163,1
4164,1
4165,0
4166,0
4167,1
4168,1
4169,0
4170,1
4171,0
4172,0
4173,0
4174,1
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,1
4182,0
4183,1
4184,0
4185,0
4186,0
4187,0
4188,0
4189,0
4190,1
4191,1
4192,1
4193,0
4194,0
4195,0
4196,0
4197,0
4198,1
4199,1
4200,0
4201,0
4202,0
4203,1
4204,1
4205,1
4206,1
4207,0
4208,1
4209,0
4210,1
4211,1
4212,0
4213,0
4214,0
4215,1
4216,0
4217,1
4218,0
4219,0
4220,0
4221,0
4222,0
4223,1
4224,0
4225,1
4226,0
4227,0
4228,0
4229,0
4230,1
4231,0
4232,0
4233,1
4234,0
4235,1
4236,1
4237,0
4238,1
4239,1
4240,0
4241,0
4242,0
4243,0
4244,1
4245,0
4246,0
4247,1
4248,0
4249,0
4250,1
4251,0
4252,0
4253,0
4254,0
4255,1
4256,0
4257,0
4258,0
4259,1
4260,1
4261,1
4262,1
4263,1
4264,0
4265,1
4266,0
4267,0
4268,0
4269,1
4270,1
4271,0
4272,1
4273,0
4274,0
4275,1
4276,0
4277,0
4278,1
4279,0
4280,0
4281,0
4282,1
4283,0
4284,1
4285,1
4286,1
4287,0
4288,0
4289,1
4290,0
4291,1
4292,0
4293,1
4294,0
4295,0
4296,0
4297,1
4298,0
4299,1
4300,1
4301,0
4302,0
4303,0
4304,0
4305,0
4306,1
4307,0
4308,1
4309,0
4310,0
4311,0
4312,1
4313,0
4314,0
4315,0
4316,1
4317,1
4318,0
4319,1
4320,0
4321,0
4322,0
4323,0
4324,1
4325,0
4326,0
4327,0
4328,0
4329,1
4330,0
4331,1
4332,1
4333,0
4334,1
4335,1
4336,0
4337,1
4338,1
4339,0
4340,1
4341,0
4342,1
4343,1
4344,0
4345,1
4346,1
4347,1
4348,0
4349,0
4350,1
4351,0
4352,1
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,1
4361,0
4362,0
4363,0
4364,0
4365,1
4366,0
4367,0
4368,1
4369,0
4370,0
4371,0
4372,1
4373,0
4374,0
4375,1
4376,0
4377,1
4378,1
4379,1
4380,0
4381,1
4382,0
4383,0
4384,0
4385,0
4386,0
4387,0
4388,0
4389,1
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,1
4398,1
4399,0
4400,0
4401,1
4402,0
4403,0
4404,0
4405,1
4406,0
4407,0
4408,0
4409,1
4410,0
4411,0
4412,1
4413,0
4414,0
4415,0
4416,0
4417,1
4418,0
4419,0
4420,1
4421,0
4422,1
4423,0
4424,1
4425,1
4426,1
4427,1
4428,1
4429,0
4430,0
4431,0
4432,1
4433,0
4434,0
4435,1
4436,1
4437,0
4438,0
4439,0
4440,0
4441,1
4442,0
4443,0
4444,1
4445,0
4446,0
4447,1
4448,0
4449,0
4450,0
4451,0
4452,1
4453,0
4454,0
4455,0
4456,1
4457,0
4458,0
4459,0
4460,1
4461,1
4462,0
4463,1
4464,0
4465,1
4466,1
4467,0
4468,0
4469,0
4470,0
4471,0
4472,1
4473,0
4474,0
4475,0
4476,0
4477,1
4478,0
4479,0
4480,1
4481,0
4482,0
4483,0
4484,0
4485,1
4486,0
4487,0
4488,1
4489,1
4490,0
4491,1
4492,0
4493,0
4494,0
4495,0
4496,1
4497,0
4498,0
4499,0
4500,1
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,1
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,1
4518,0
4519,0
4520,1
4521,1
4522,1
4523,1
4524,1
4525,0
4526,1
4527,0
4528,1
4529,0
4530,0
4531,1
4532,0
4533,0
4534,1
4535,1
4536,1
4537,1
4538,0
4539,0
4540,0
4541,0
4542,1
4543,1
4544,0
4545,0
4546,1
4547,0
4548,0
4549,1
4550,0
4551,0
4552,0
4553,0
4554,0
4555,1
4556,0
4557,0
4558,0
4559,1
4560,1
4561,1
4562,1
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,1
4570,0
4571,1
4572,0
4573,1
4574,0
4575,0
4576,0
4577,0
4578,0
4579,1
4580,0
4581,0
4582,0
4583,0
4584,0
4585,1
4586,0
4587,1
4588,1
4589,1
4590,0
4591,1
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,1
4599,0
4600,0
4601,0
4602,0
4603,1
4604,1
4605,0
4606,1
4607,0
4608,0
4609,0
4610,1
4611,1
4612,0
4613,1
4614,0
4615,0
4616,0
4617,1
4618,0
4619,0
4620,0
4621,0
4622,0
4623,1
4624,1
4625,1
4626,0
4627,1
4628,1
4629,0
4630,1
4631,0
4632,0
4633,0
4634,0
4635,1
4636,0
4637,0
4638,1
4639,0
4640,0
4641,0
4642,0
4643,0
4644,0
4645,1
4646,0
4647,1
4648,0
4649,0
4650,0
4651,1
4652,1
4653,0
4654,0
4655,0
4656,1
4657,0
4658,1
4659,1
4660,0
4661,1
4662,0
4663,0
4664,0
4665,0
4666,0
4667,1
4668,0
4669,1
4670,1
4671,1
4672,1
4673,1
4674,0
4675,1
4676,1
4677,0
4678,0
4679,0
4680,0
4681,1
4682,0
4683,1
4684,0
4685,0
4686,0
4687,0
4688,1
4689,0
4690,0
4691,1
4692,0
4693,1
4694,1
4695,1
4696,1
4697,1
4698,1
4699,1
4700,0
4701,0
4702,1
4703,0
4704,0
4705,0
4706,1
4707,0
4708,1
4709,0
4710,0
4711,0
4712,0
4713,1
4714,1
4715,0
4716,1
4717,1
4718,1
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,1
4726,0
4727,1
4728,1
4729,0
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,1
4738,0
4739,1
4740,1
4741,0
4742,0
4743,0
4744,0
4745,1
4746,1
4747,0
4748,0
4749,1
4750,0
4751,0
4752,0
4753,0
4754,1
4755,1
4756,1
4757,0
4758,0
4759,1
4760,0
4761,1
4762,1
4763,0
4764,0
4765,1
4766,0
4767,1
4768,0
4769,0
4770,0
4771,1
4772,0
4773,1
4774,1
4775,1
4776,0
4777,1
4778,0
4779,0
4780,0
4781,1
4782,0
4783,0
4784,1
4785,0
4786,0
4787,0
4788,1
4789,1
4790,1
4791,1
4792,0
4793,0
4794,1
4795,1
4796,0
4797,1
4798,0
4799,0
4800,1
4801,0
4802,0
4803,0
4804,1
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,1
4812,1
4813,1
4814,1
4815,0
4816,0
4817,0
4818,1
4819,1
4820,0
4821,1
4822,0
4823,0
4824,0
4825,1
4826,0
4827,0
4828,1
4829,1
4830,1
4831,0
4832,1
4833,1
4834,0
4835,1
4836,0
4837,1
4838,1
4839,0
4840,0
4841,0
4842,1
4843,1
4844,0
4845,1
4846,0
4847,0
4848,1
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,1
4857,0
4858,0
4859,1
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,1
4869,1
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,1
4878,0
4879,0
4880,0
4881,0
4882,1
4883,0
4884,0
4885,1
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,1
4895,0
4896,1
4897,1
4898,0
4899,0
4900,0
4901,1
4902,0
4903,0
4904,0
4905,1
4906,0
4907,0
4908,0
4909,0
4910,0
4911,1
4912,1
4913,0
4914,1
4915,0
4916,0
4917,1
4918,0
4919,0
4920,1
4921,0
4922,1
4923,0
4924,0
4925,0
4926,1
4927,1
4928,0
4929,0
4930,1
4931,0
4932,0
4933,1
4934,1
4935,0
4936,0
4937,0
4938,1
4939,0
4940,0
4941,0
4942,1
4943,0
4944,0
4945,1
4946,1
4947,0
4948,0
4949,0
4950,1
4951,1
4952,0
4953,0
4954,0
4955,0
4956,1
4957,1
4958,0
4959,1
4960,0
4961,0
4962,1
4963,1
4964,0
4965,1
4966,0
4967,1
4968,0
4969,1
4970,0
4971,0
4972,0
4973,1
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,1
4981,0
4982,0
4983,0
4984,0
4985,1
4986,0
4987,0
4988,0
4989,0
4990,1
4991,0
4992,1
4993,0
4994,0
4995,0
4996,1
4997,0
4998,0
4999,0
5000,0
5001,1
5002,0
5003,1
5004,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,1
5013,1
5014,1
5015,0
5016,0
5017,0
5018,1
5019,1
5020,0
5021,1
5022,0
5023,0
5024,1
5025,0
5026,0
5027,0
5028,1
5029,1
5030,0
5031,1
5032,1
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,1
5041,0
5042,1
5043,0
5044,0
5045,1
5046,1
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,1
5056,1
5057,1
5058,0
5059,1
5060,0
5061,1
5062,0
5063,1
5064,0
5065,0
5066,0
5067,0
5068,1
5069,0
5070,0
5071,1
5072,0
5073,0
5074,0
5075,1
5076,1
5077,0
5078,1
5079,1
5080,0
5081,0
5082,1
5083,1
5084,1
5085,0
5086,0
5087,1
5088,1
5089,0
5090,0
5091,1
5092,0
5093,1
5094,1
5095,0
5096,1
5097,0
5098,0
5099,0
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,1
5107,1
5108,0
5109,1
5110,0
5111,1
5112,0
5113,1
5114,1
5115,0
5116,1
5117,1
5118,0
5119,0
5120,0
5121,0
5122,1
5123,0
5124,1
5125,1
5126,0
5127,0
5128,1
5129,1
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,1
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,1
5147,0
5148,0
5149,0
5150,0
5151,0
5152,1
5153,0
5154,0
5155,0
5156,0
5157,0
5158,0
5159,1
5160,0
5161,0
5162,0
5163,0
5164,1
5165,1
5166,0
5167,1
5168,1
5169,0
5170,0
5171,1
5172,0
5173,0
5174,0
5175,1
5176,0
5177,0
5178,1
5179,0
5180,0
5181,1
5182,1
5183,0
5184,0
5185,0
5186,0
5187,1
5188,1
5189,1
5190,1
5191,1
5192,0
5193,0
5194,0
5195,1
5196,0
5197,0
5198,0
5199,0
5200,0
5201,0
5202,1
5203,1
5204,0
5205,0
5206,1
5207,0
5208,0
5209,0
5210,1
5211,1
5212,0
5213,0
5214,0
5215,1
5216,1
5217,1
5218,0
5219,0
5220,0
5221,0
5222,0
5223,1
5224,0
5225,1
5226,0
5227,1
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,1
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,1
5244,0
5245,1
5246,1
5247,0
5248,0
5249,0
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,1
5258,0
5259,1
5260,0
5261,1
5262,0
5263,1
5264,0
5265,0
5266,1
5267,0
5268,0
5269,0
5270,1
5271,1
5272,0
5273,0
5274,0
5275,0
5276,0
5277,1
5278,1
5279,1
5280,0
5281,0
5282,0
5283,1
5284,0
5285,1
5286,0
5287,0
5288,1
5289,0
5290,0
5291,0
5292,1
5293,0
5294,1
5295,0
5296,0
5297,0
5298,0
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,1
5306,1
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,1
5314,0
5315,0
5316,1
5317,0
5318,0
5319,1
5320,1
5321,0
5322,0
5323,1
5324,1
5325,1
5326,1
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,1
5334,1
5335,1
5336,0
5337,0
5338,0
5339,0
5340,1
5341,0
5342,1
5343,1
5344,0
5345,0
5346,0
5347,1
5348,0
5349,0
5350,1
5351,0
5352,1
5353,0
5354,0
5355,0
5356,1
5357,0
5358,0
5359,0
5360,0
5361,0
5362,1
5363,0
5364,0
5365,0
5366,1
5367,0
5368,0
5369,0
5370,1
5371,0
5372,0
5373,1
5374,0
5375,1
5376,1
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0
5383,1
5384,0
5385,0
5386,0
5387,0
5388,0
5389,0
5390,1
5391,0
5392,0
5393,0
5394,0
5395,0
5396,0
5397,0
5398,1
5399,1
5400,1
5401,0
5402,0
5403,0
5404,0
5405,1
5406,0
5407,0
5408,0
5409,0
5410,0
5411,1
5412,0
5413,1
5414,1
5415,1
5416,1
5417,1
5418,1
5419,1
5420,0
5421,1
5422,0
5423,1
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,1
5434,0
5435,0
5436,1
5437,1
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,1
5452,1
5453,1
5454,1
5455,1
5456,0
5457,0
5458,0
5459,1
5460,1
5461,1
5462,0
5463,0
5464,0
5465,1
5466,1
5467,0
5468,0
5469,1
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,1
5478,0
5479,0
5480,0
5481,1
5482,0
5483,0
5484,1
5485,0
5486,0
5487,0
5488,0
5489,0
5490,1
5491,0
5492,0
5493,0
5494,1
5495,0
5496,0
5497,1
5498,1
5499,0
5500,0
5501,0
5502,1
5503,0
5504,0
5505,1
5506,1
5507,1
5508,0
5509,0
5510,0
5511,0
5512,0
5513,1
5514,0
5515,1
5516,1
5517,0
5518,1
5519,1
5520,1
5521,0
5522,0
5523,1
5524,1
5525,1
5526,0
5527,0
5528,0
5529,0
5530,1
5531,0
5532,0
5533,0
5534,0
5535,0
5536,0
5537,1
5538,1
5539,0
5540,1
5541,1
5542,1
5543,0
5544,0
5545,0
5546,1
5547,1
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,0
5557,1
5558,0
5559,1
5560,0
5561,1
5562,0
5563,0
5564,0
5565,0
5566,0
5567,1
5568,0
5569,1
5570,1
5571,0
5572,0
5573,0
5574,1
5575,1
5576,0
5577,0
5578,0
5579,0
5580,0
5581,1
5582,1
5583,1
5584,0
5585,1
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,1
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,1
5603,0
5604,0
5605,0
5606,1
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,1
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,1
5627,1
5628,0
5629,1
5630,1
5631,0
5632,1
5633,0
5634,1
5635,0
5636,0
5637,1
5638,0
5639,1
5640,1
5641,0
5642,0
5643,0
5644,1
5645,1
5646,0
5647,1
5648,0
5649,1
5650,0
5651,1
5652,1
5653,1
5654,0
5655,0
5656,1
5657,1
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,1
5666,0
5667,1
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,1
5678,1
5679,0
5680,1
5681,0
5682,0
5683,0
5684,0
5685,1
5686,0
5687,1
5688,1
5689,0
5690,0
5691,1
5692,1
5693,0
5694,0
5695,0
5696,0
5697,0
5698,1
5699,0
5700,0
5701,0
5702,0
5703,1
5704,0
5705,1
5706,0
5707,0
5708,0
5709,1
5710,0
5711,0
5712,0
5713,0
5714,1
5715,0
5716,0
5717,1
5718,1
5719,1
5720,0
5721,0
5722,1
5723,0
5724,0
5725,1
5726,0
5727,0
5728,0
5729,1
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,1
5737,0
5738,0
5739,0
5740,1
5741,0
5742,0
5743,0
5744,1
5745,1
5746,0
5747,1
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,1
5756,0
5757,0
5758,0
5759,1
5760,1
5761,0
5762,0
5763,0
5764,0
5765,0
5766,1
5767,0
5768,1
5769,0
5770,0
5771,1
5772,1
5773,0
5774,0
5775,1
5776,0
5777,1
5778,0
5779,1
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,1
5790,1
5791,0
5792,0
5793,0
5794,0
