pid,title,abstract
2u4d235j,Highlights of traditional Chinese medicine frontline expert advice in the China national guideline for COVID-19," Introduction The World Health Organization has declared the coronavirus disease (COVID-19) as a pandemic on 11 March 2020, after the number of confirmed cases outside China increased 13-fold. As the epicentre of the initial outbreak, China has been updating the National COVID-19 Diagnostic and Treatment Guideline with up-to-date information about the disease. To facilitate the implementation of integrative Chinese–Western Medicine in COVID-19 management, Traditional Chinese medicine (TCM) has been recommended in recent editions of the national guideline. Methods The national guideline summarised the opinions and frontline experience of medical experts across the country to provide by far the best management for COVID-19. We extracted the case definition and clinical classifications of COVID-19 in China along with relevant TCM treatments cited in the seventh edition of the guideline, with an intend to disseminate practical information to TCM practitioners and researchers around the world. Results We presented the most recent case definition, clinical classifications, and relevant TCM treatments of COVID-19 in accordance to recommendations of the Chinese guideline. TCM treatments are stratified into two groups based on patients’ disease status. Four types of Chinese patent medicines are recommended for suspected COVID-19 cases. Several herbal formulae are recommended for confirmed COVID-19 cases according to their clinical classification and TCM pattern diagnoses. Two herbal formulae are also recommended for rehabilitation of recovering cases. Conclusion To control the waves of COVID-19 outbreak, countries must ensure the adherence of their citizens to local public health measures. Medical professionals should diagnose and treat patients according to up-to-date guidelines. Future evaluation of the outcomes of implementing TCM recommendations will strengthen the evidence base for COVID-19 management for the sake of public health and the internationalisation of TCM."
tpmgrk14,New threat: 2019 novel Coronavirus infection and infection control perspective in Turkey,New threat: 2019 novel Coronavirus infection and infection control perspective in Turkey
m5h19hy6,"Epidemiology, causes, clinical manifestation and diagnosis, prevention and control of coronavirus disease (COVID-19) during the early outbreak period: a scoping review",": The coronavirus disease (COVID-19) has been identified as the cause of an outbreak of respiratory illness in Wuhan, Hubei Province, China beginning in December 2019. As of 31 January 2020, this epidemic had spread to 19 countries with 11 791 confirmed cases, including 213 deaths. The World Health Organization has declared it a Public Health Emergency of International Concern. METHODS: A scoping review was conducted following the methodological framework suggested by Arksey and O’Malley. In this scoping review, 65 research articles published before 31 January 2020 were analyzed and discussed to better understand the epidemiology, causes, clinical diagnosis, prevention and control of this virus. The research domains, dates of publication, journal language, authors’ affiliations, and methodological characteristics were included in the analysis. All the findings and statements in this review regarding the outbreak are based on published information as listed in the references. RESULTS: Most of the publications were written using the English language (89.2%). The largest proportion of published articles were related to causes (38.5%) and a majority (67.7%) were published by Chinese scholars. Research articles initially focused on causes, but over time there was an increase of the articles related to prevention and control. Studies thus far have shown that the virus’ origination is in connection to a seafood market in Wuhan, but specific animal associations have not been confirmed. Reported symptoms include fever, cough, fatigue, pneumonia, headache, diarrhea, hemoptysis, and dyspnea. Preventive measures such as masks, hand hygiene practices, avoidance of public contact, case detection, contact tracing, and quarantines have been discussed as ways to reduce transmission. To date, no specific antiviral treatment has proven effective; hence, infected people primarily rely on symptomatic treatment and supportive care. CONCLUSIONS: There has been a rapid surge in research in response to the outbreak of COVID-19. During this early period, published research primarily explored the epidemiology, causes, clinical manifestation and diagnosis, as well as prevention and control of the novel coronavirus. Although these studies are relevant to control the current public emergency, more high-quality research is needed to provide valid and reliable ways to manage this kind of public health emergency in both the short- and long-term."
c3geck81,Traditional Chinese Medicine in the Treatment of Patients Infected with 2019-New Coronavirus (SARS-CoV-2): A Review and Perspective,"Currently, Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2, formerly known as 2019-nCoV, the causative pathogen of Coronavirus Disease 2019 (COVID-19)) has rapidly spread across China and around the world, causing an outbreak of acute infectious pneumonia. No specific anti-virus drugs or vaccines are available for the treatment of this sudden and lethal disease. The supportive care and non-specific treatment to ameliorate the symptoms of the patient are the only options currently. At the top of these conventional therapies, greater than 85% of SARS-CoV-2 infected patients in China are receiving Traditional Chinese Medicine (TCM) treatment. In this article, relevant published literatures are thoroughly reviewed and current applications of TCM in the treatment of COVID-19 patients are analyzed. Due to the homology in epidemiology, genomics, and pathogenesis of the SARS-CoV-2 and SARS-CoV, and the widely use of TCM in the treatment of SARS-CoV, the clinical evidence showing the beneficial effect of TCM in the treatment of patients with SARS coronaviral infections are discussed. Current experiment studies that provide an insight into the mechanism underlying the therapeutic effect of TCM, and those studies identified novel naturally occurring compounds with anti-coronaviral activity are also introduced."
1n8brl09,Base protocol for real time active random surveillance of coronavirus disease (COVID-19) – Adapting veterinary methodology to public health," The pandemic of new coronavirus disease COVID-19 is threatening our health, economy and life style. Collaborations across countries and sectors as a One Health World could be a milestone. We propose a general protocol, for setting timely active random surveillance of COVID-19, at the human community level, with systematic repeated detection efforts. Strengths and limitations are discussed. If considered applicable by public health, the protocol could evaluate the status of COVID-19 epidemics consistently and objectively."
xuczplaf,The epidemiology and pathogenesis of coronavirus disease (COVID-19) outbreak," Coronavirus disease (COVID-19) is caused by SARS-COV2 and represents the causative agent of a potentially fatal disease that is of great global public health concern. Based on the large number of infected people that were exposed to the wet animal market in Wuhan City, China, it is suggested that this is likely the zoonotic origin of COVID-19. Person-to-person transmission of COVID-19 infection led to the isolation of patients that were subsequently administered a variety of treatments. Extensive measures to reduce person-to-person transmission of COVID-19 have been implemented to control the current outbreak. Special attention and efforts to protect or reduce transmission should be applied in susceptible populations including children, health care providers, and elderly people. In this review, we highlights the symptoms, epidemiology, transmission, pathogenesis, phylogenetic analysis and future directions to control the spread of this fatal disease."
iua8c4hy,COVID-19 Outbreak in Oman: Model-Driven Impact Analysis and Challenges,"Motivated by the rapid spread of COVID-19 all across the globe, we have performed simulations of a system dynamic epidemic spread model in different possible situations. The simulation, not only captures the model dynamic of the spread of the virus, but also, takes care of population and mobility data. The model is calibrated based on epidemic data and events specifically of Sultanate of Oman, which can easily be generalized. The simulation results are quite disturbing, indicating that, during a process of stringent social distancing and testing strategies, a small perturbation can lead to quite undesirable outcomes. The simulation results, although consistent in expected outcomes across changing parameters' values, also indicate a substantial mismatch with real numbers. An analysis of what can be the reason of this mismatch is also performed. Within these contradictions, for Oman, regarding the eradication of epidemic, the future is not extremely alarming."
arhqix9h,Clinical and Paraclinical Characteristics of COVID-19 patients: A systematic review and meta-analysis,"Introduction: Recently, a new strain of coronaviruses, which originated from Wuhan City, Hubei Province, China has been identified. According to the high prevalence of new coronavirus, further investigation on the clinical and paraclinical features of this disease seems essential. Hence, we carried out this systematic review and meta-analysis to figure out the unknown features. Methods: This study was performed using databases of Web of Science, Scopus and PubMed. We considered English cross-sectional and case-series papers which reported clinical, radiological, and laboratory characteristics of patients with COVID-19. We used STATA v.11 and random effect model for data analysis. Results: In the present meta-analysis, 32 papers including 49504 COVID-19 patients were studied. The most common clinical symptoms were fever (84%), cough (65%) and fatigue (42%), respectively. The most common radiological and paraclinical features were bilateral pneumonia (61%), ground-glass opacity (50%), thrombocytopenia (36%) and lymphocytopenia (34%). The study also showed that the frequency of comorbidities and early symptoms was higher in critically severe patients. Moreover, we found the overall mortality rate of three percent. Conclusion: According to that there are many cases without Computed Tomography Scan findings or clear clinical symptoms, it is recommended to use other confirming methods such RNA sequencing in order to identification of suspicious undiagnosed patients. Moreover, while there is no access to clinical and paraclinical facilities in in public places such as airports and border crossings, it is recommended to consider factors such as fever, cough, sputum and fatigue."
lplodn60,"A Multi-hospital Study in Wuhan, China：Protective Effects of Non-menopause and Female Hormones on SARS-CoV-2 infection","Objective To determine the correlation between menstruation status/sex hormones and prognosis of COVID-19, and to identify potential protective factors for female patients. Design, Setting, and Participants A cross-sectional study of COVID-19 patients who were hospitalized at Tongji and Mobile Cabin Hospitals from Jan 28, 2020 to March 8, 2020. Sex differences in severity and composite endpoints (admission to intensive care unit (ICU), use of mechanical ventilation, or death) of COVID-19 patients were compared. The correlation analysis and cox/logistic regression modeling of menstruation status/sex hormones and prognosis were conducted. Correlation between cytokines related to immunity and inflammation and disease severity or estradiol (E2) was revealed.Results Chi square test indicated significant differences in distribution of composite endpoints (p<0.01) and disease severity (p=0.05) between male and female patients (n=1902). 435 female COVID-19 patients with menstruation records were recruited. By the end of Mar 8, 111 patients recovered and discharged (25.3%). Multivariate Cox regression model adjusted for age and severity indicated that post-menopausal patients show the greater risk of hospitalization time than non-menopausal patients (relative hazard [RH], 1.91; 95% confidence interval [CI], 1.06-3.46)Logistic regression model showed that higher AMH as a control for age increases the risk of severity of COVID-19 (HR=0.146, 95%CI= (0.026-0.824) p=0.029). E2 showed protective effect against disease severity (HR=0.335, 95%CI= (0.105-1.070), p=0.046).In the Mann-Whitney U test, the higher levels of IL6 and IL8 were found in severe group (p=0.040, 0.033).The higher levels of IL2R, IL6, IL8 and IL10 were also observed in patients with composite end points(p＜0.001,＜0.001, =0.009, = 0.040).E2 levels were negatively correlated with IL2R, IL6, IL8 and TNFα in luteal phase (Pearson Correlation=-0.592, -0.558, -0.545, -0.623; p=0.033, 0.048, 0.054, 0.023) and with C3 in follicular phase (Pearson Correlation=-0.651; p=0.030). Conclusions and Relevance Menopause is an independent risk factor for COVID-19. E2 and AMH are negatively correlated with COVID-19 severity probably due to their regulation of cytokines related to immunity and inflammation."
szsb1oan,The deadly coronaviruses: The 2003 SARS pandemic and the 2020 novel coronavirus epidemic in China," The 2019-nCoV is officially called SARS-CoV-2 and the disease is named COVID-19. This viral epidemic in China has led to the deaths of over 1800 people, mostly elderly or those with an underlying chronic disease or immunosuppressed state. This is the third serious Coronavirus outbreak in less than 20 years, following SARS in 2002–2003 and MERS in 2012. While human strains of Coronavirus are associated with about 15% of cases of the common cold, the SARS-CoV-2 may present with varying degrees of severity, from flu-like symptoms to death. It is currently believed that this deadly Coronavirus strain originated from wild animals at the Huanan market in Wuhan, a city in Hubei province. Bats, snakes and pangolins have been cited as potential carriers based on the sequence homology of CoV isolated from these animals and the viral nucleic acids of the virus isolated from SARS-CoV-2 infected patients. Extreme quarantine measures, including sealing off large cities, closing borders and confining people to their homes, were instituted in January 2020 to prevent spread of the virus, but by that time much of the damage had been done, as human-human transmission became evident. While these quarantine measures are necessary and have prevented a historical disaster along the lines of the Spanish flu, earlier recognition and earlier implementation of quarantine measures may have been even more effective. Lessons learned from SARS resulted in faster determination of the nucleic acid sequence and a more robust quarantine strategy. However, it is clear that finding an effective antiviral and developing a vaccine are still significant challenges. The costs of the epidemic are not limited to medical aspects, as the virus has led to significant sociological, psychological and economic effects globally. Unfortunately, emergence of SARS-CoV-2 has led to numerous reports of Asians being subjected to racist behavior and hate crimes across the world."
