,animal,newpid
0,0.7776045799255371,25503
1,0.9946085214614868,11098
2,0.9245724678039551,11428
3,0.9946919083595276,1606
4,0.9926961660385132,8154
5,0.9935418367385864,37614
6,0.9490720629692078,5780
7,0.8562884330749512,16137
8,0.9367773532867432,15211
9,0.7797232866287231,32447
10,0.6946972012519836,36792
11,0.9783411622047424,23271
12,0.9931087493896484,30100
13,0.69255530834198,5832
14,0.9411088824272156,9961
15,0.4950051009654999,10501
16,0.977742612361908,12037
17,0.061942294239997864,36671
18,0.9015428423881531,32886
19,0.23657380044460297,7648
20,0.572580099105835,23049
21,0.9826720952987671,25960
22,0.5017808079719543,36850
23,0.664561927318573,18835
24,0.587053656578064,11894
25,0.9443889856338501,7132
26,0.19672530889511108,26768
27,0.5036023259162903,13794
28,0.6396337151527405,9075
29,0.9833778142929077,17446
30,0.7379621267318726,29385
31,0.8490585088729858,624
32,0.8367264866828918,32981
33,0.46511873602867126,31631
34,0.19637683033943176,6942
35,0.07595996558666229,25549
36,0.9884431958198547,11089
37,0.45565280318260193,21419
38,0.4126569926738739,609
39,0.8772649168968201,29954
40,0.5355156064033508,35009
41,0.19516170024871826,37743
42,0.8703433871269226,23558
43,0.976898193359375,21929
44,0.8210766315460205,28397
45,0.13034047186374664,16860
46,0.9919847846031189,12912
47,0.8359156847000122,21090
48,0.6668016910552979,31324
49,0.3166144788265228,14175
50,0.7784662842750549,14605
51,0.9946645498275757,27351
52,0.9129447937011719,23195
53,0.9865218997001648,13925
54,0.9885910153388977,33396
55,0.8573302030563354,28793
56,0.43154898285865784,10355
57,0.8531145453453064,9504
58,0.4921633303165436,36563
59,0.06361506879329681,36083
60,0.07748695462942123,328
61,0.9506703615188599,32793
62,0.7434017658233643,34849
63,0.5765703916549683,3016
64,0.09911669790744781,28370
65,0.7772252559661865,22283
66,0.7334579825401306,5036
67,0.9874728918075562,8915
68,0.9730414748191833,38187
69,0.8620976209640503,17725
70,0.651421308517456,28989
71,0.6018804907798767,12190
72,0.6249740719795227,31587
73,0.5887759923934937,23949
74,0.9942313432693481,37476
75,0.9192377328872681,32907
76,0.9884782433509827,2915
77,0.985378623008728,174
78,0.9395502209663391,32965
79,0.31725460290908813,29171
80,0.9942628741264343,614
81,0.7220042943954468,29236
82,0.09607363492250443,25459
83,0.8692296743392944,20706
84,0.9929279685020447,3694
85,0.8879841566085815,33500
86,0.802313506603241,30446
87,0.06270182877779007,21026
88,0.985805332660675,7023
89,0.8635347485542297,17041
90,0.3866370916366577,13855
91,0.11844107508659363,28939
92,0.9803205728530884,10381
93,0.9622592926025391,40053
94,0.8310452103614807,38976
95,0.770374596118927,8973
96,0.43223652243614197,12428
97,0.9349239468574524,9386
98,0.14733043313026428,35101
99,0.8686826825141907,37712
100,0.974357008934021,1975
101,0.6572522521018982,24810
102,0.7090365886688232,21160
103,0.5115818977355957,23447
104,0.9858713746070862,35605
105,0.7432416081428528,18819
106,0.18698395788669586,10896
107,0.06478195637464523,21982
108,0.9765210747718811,10074
109,0.8846147656440735,9204
110,0.6303561329841614,10824
111,0.9008985757827759,14234
112,0.4848463535308838,34906
113,0.9101946949958801,30228
114,0.6784335970878601,22926
115,0.4378270208835602,25506
116,0.0841151773929596,10749
117,0.9933829307556152,9136
118,0.8974034786224365,22556
119,0.9599872827529907,33409
120,0.9131302237510681,26321
121,0.994249701499939,33062
122,0.5345760583877563,3782
123,0.9083834886550903,17907
124,0.14460283517837524,28889
125,0.8166879415512085,5395
126,0.959113597869873,35534
127,0.9697785973548889,15688
128,0.582119882106781,5163
129,0.5718673467636108,24546
130,0.9283061623573303,5730
131,0.7655705809593201,13699
132,0.8833460211753845,39582
133,0.739082932472229,9498
134,0.9038017392158508,22896
135,0.4950951933860779,36775
136,0.6609248518943787,32097
137,0.25673049688339233,13810
138,0.9940817952156067,21528
139,0.48652270436286926,20435
140,0.9943125247955322,7456
141,0.4826103746891022,7033
142,0.7897384166717529,15635
143,0.9947742819786072,7193
144,0.9077349305152893,15934
145,0.9495013356208801,22907
146,0.4600581228733063,38618
147,0.9942832589149475,34504
148,0.9229512810707092,31063
149,0.883795976638794,4854
150,0.9447871446609497,5709
151,0.8142749667167664,27990
152,0.2086097151041031,38724
153,0.6559876203536987,1929
154,0.9605904817581177,22984
155,0.7957486510276794,7729
156,0.8915585279464722,28094
157,0.984522819519043,15785
158,0.9871060848236084,10984
159,0.8210998177528381,19316
160,0.9163197875022888,6163
161,0.9940671920776367,25586
162,0.10095001012086868,13377
163,0.14733216166496277,17600
164,0.09089754521846771,30381
165,0.9806386828422546,22324
166,0.9778996706008911,6620
167,0.9922367930412292,13932
168,0.9152864813804626,1867
169,0.6350234746932983,33584
170,0.9941956400871277,21197
171,0.06185925751924515,31999
172,0.06312336772680283,35511
173,0.9811150431632996,15023
174,0.67607581615448,9424
175,0.6680628061294556,25403
176,0.9383111596107483,9436
177,0.9944829344749451,36291
178,0.11784125864505768,32100
179,0.9251804947853088,2121
180,0.9939268231391907,17136
181,0.8228645324707031,25069
182,0.8142399787902832,12565
183,0.7601323127746582,26889
184,0.7107623219490051,8105
185,0.8324032425880432,14462
186,0.9863142967224121,4469
187,0.8215806484222412,31700
188,0.516672670841217,4155
189,0.8780927658081055,3508
190,0.45332908630371094,4744
191,0.07712170481681824,32235
192,0.12164409458637238,6754
193,0.5033971071243286,35093
194,0.7282288670539856,8010
195,0.6291801333427429,8487
196,0.9038428664207458,7772
197,0.12253977358341217,17572
198,0.7758429646492004,28346
199,0.8996037840843201,31186
200,0.8636336326599121,8465
201,0.8679593801498413,23086
202,0.3550470173358917,39476
203,0.717409610748291,8120
204,0.7788857221603394,33131
205,0.9018987417221069,10519
206,0.12053292989730835,28716
207,0.9930425882339478,17849
208,0.6884443759918213,32574
209,0.9350038766860962,5345
210,0.9922473430633545,26909
211,0.9778885841369629,37126
212,0.8352187275886536,9418
213,0.5123081803321838,33170
214,0.6584916710853577,23724
215,0.9246256351470947,7693
216,0.9898319244384766,27172
217,0.913252055644989,2276
218,0.4216082692146301,26786
219,0.8083012104034424,4041
220,0.24878564476966858,2736
221,0.8097736239433289,24732
222,0.9822207093238831,15601
223,0.9945229291915894,8434
224,0.9886547327041626,11692
225,0.8709630966186523,12375
226,0.13596124947071075,25106
227,0.7776960730552673,29674
228,0.5960255861282349,27039
229,0.9248708486557007,6745
230,0.7381318807601929,8429
231,0.7187910079956055,9085
232,0.06830468028783798,7128
233,0.7321358919143677,11051
234,0.8571615219116211,30553
235,0.9108670353889465,1754
236,0.07588396221399307,27038
237,0.99155592918396,17507
238,0.47681424021720886,34472
239,0.06393904983997345,3995
240,0.886282205581665,6736
241,0.9840212464332581,35339
242,0.8746615648269653,4192
243,0.974230170249939,39907
244,0.4101411998271942,27207
245,0.6751776337623596,3875
246,0.8688969016075134,22880
247,0.9806564450263977,24792
248,0.8366618752479553,13600
249,0.9912031888961792,8997
250,0.35018399357795715,846
251,0.9272702932357788,38698
252,0.06346075236797333,34665
253,0.993950605392456,15524
254,0.9624214768409729,7917
255,0.9316789507865906,29167
256,0.8461081981658936,29671
257,0.8886810541152954,39830
258,0.45403623580932617,7896
259,0.7763898968696594,39600
260,0.9359169006347656,21107
261,0.9841668605804443,39758
262,0.7395301461219788,21678
263,0.10257789492607117,39629
264,0.9752610921859741,3892
265,0.8007268905639648,5878
266,0.867403507232666,35959
267,0.620045006275177,8160
268,0.9423068761825562,54
269,0.5973426103591919,4960
270,0.9843463897705078,11220
271,0.9239580035209656,39220
272,0.7825571298599243,20685
273,0.6932459473609924,27298
274,0.7520113587379456,27027
275,0.11600326001644135,855
276,0.9912304878234863,32124
277,0.8699623942375183,33790
278,0.7376582026481628,26517
279,0.9851932525634766,37931
280,0.9910518527030945,5622
281,0.34071895480155945,10173
282,0.955762505531311,18505
283,0.9087085127830505,21051
284,0.5762268304824829,34864
285,0.47278738021850586,1289
286,0.7452106475830078,9663
287,0.9348519444465637,7320
288,0.9944504499435425,9376
289,0.9307043552398682,33518
290,0.06696043163537979,5423
291,0.9619868397712708,2502
292,0.4599393904209137,1414
293,0.9132071137428284,37706
294,0.07707536965608597,26396
295,0.3139628767967224,20607
296,0.83555668592453,1283
297,0.755658745765686,18669
298,0.06947648525238037,9588
299,0.9698595404624939,5531
300,0.852616548538208,18386
301,0.5763052105903625,35366
302,0.9945269227027893,17820
303,0.8255957961082458,38792
304,0.28242990374565125,27408
305,0.1814991682767868,24744
306,0.44690975546836853,10005
307,0.4654838442802429,21118
308,0.9945765733718872,13305
309,0.10856014490127563,35103
310,0.5601628422737122,21606
311,0.9624544978141785,22367
312,0.8086041808128357,834
313,0.6415578126907349,34585
314,0.9941328167915344,8600
315,0.9213147759437561,16413
316,0.9944773316383362,8541
317,0.729597806930542,29880
318,0.4691195487976074,38153
319,0.9883842468261719,17741
320,0.9925083518028259,5095
321,0.46536803245544434,36787
322,0.9718998074531555,8669
323,0.9919750094413757,17006
324,0.994657039642334,33628
325,0.9850045442581177,17341
326,0.180952787399292,24842
327,0.7695534229278564,37184
328,0.763783872127533,40002
329,0.2470422387123108,24228
330,0.9939718842506409,20016
331,0.984771192073822,23906
332,0.9588142037391663,7654
333,0.5166440606117249,17548
334,0.9129709601402283,17363
335,0.13353873789310455,27141
336,0.9931713342666626,20615
337,0.9913660287857056,9513
338,0.06526683270931244,22014
339,0.7097806930541992,19480
340,0.9109386205673218,26675
341,0.9937834739685059,3072
342,0.3212506175041199,3815
343,0.9847503900527954,19663
344,0.41234341263771057,18137
345,0.897015392780304,36138
346,0.9932025671005249,24402
347,0.8866193294525146,21239
348,0.994657039642334,8543
349,0.8625486493110657,1640
350,0.9923731684684753,26906
351,0.9875807762145996,6122
352,0.9876677393913269,2722
353,0.9831129908561707,25331
354,0.9866660237312317,8924
355,0.9850319623947144,24942
356,0.20449289679527283,31124
357,0.8801130056381226,21963
358,0.11069267243146896,4434
359,0.8946354389190674,15543
360,0.7443724274635315,16994
361,0.8458880186080933,23843
362,0.10129506140947342,31555
363,0.634104311466217,10844
364,0.07607904821634293,21285
365,0.5554752349853516,23385
366,0.8249461650848389,997
367,0.9946245551109314,12441
368,0.9914570450782776,2943
369,0.9329600930213928,13128
370,0.11817441135644913,33877
371,0.14617817103862762,12167
372,0.33564215898513794,416
373,0.3186180293560028,2710
374,0.5541955828666687,12388
375,0.6588614583015442,4486
376,0.8990595936775208,1079
377,0.9211762547492981,21488
378,0.8779909014701843,19443
379,0.11861365288496017,13248
380,0.9644763469696045,17076
381,0.44572213292121887,38774
382,0.8816490173339844,1511
383,0.9945148229598999,22302
384,0.8397529721260071,510
385,0.669535756111145,14011
386,0.3113724887371063,31797
387,0.6145789623260498,24440
388,0.891624391078949,38261
389,0.7085629105567932,23412
390,0.5844131708145142,7213
391,0.8280707001686096,24073
392,0.993290901184082,40339
393,0.0799364298582077,22628
394,0.9591817259788513,17130
395,0.8702928423881531,15439
396,0.9889240860939026,33828
397,0.9598178267478943,20165
398,0.9766600131988525,24231
399,0.8450834155082703,25582
400,0.9876115918159485,2170
401,0.6153325438499451,30047
402,0.875357449054718,21875
403,0.9802219271659851,38063
404,0.8831838965415955,10065
405,0.3950638771057129,28498
406,0.9846814870834351,12079
407,0.9890177249908447,14754
408,0.6576997637748718,23305
409,0.8474346995353699,13668
410,0.07837072759866714,24318
411,0.06345630437135696,17929
412,0.7758786678314209,10453
413,0.8182835578918457,3065
414,0.3086061477661133,33890
415,0.8422525525093079,27347
416,0.9046486616134644,19560
417,0.6194221377372742,17792
418,0.9127097129821777,14233
419,0.88260817527771,32529
420,0.982866108417511,21519
421,0.6977009773254395,36867
422,0.9005770683288574,4941
423,0.463981956243515,21805
424,0.9946438074111938,13180
425,0.7068488597869873,23803
426,0.4144539535045624,7227
427,0.994378387928009,37912
428,0.8089310526847839,2902
429,0.8838398456573486,26850
430,0.6190858483314514,5743
431,0.4982539713382721,15240
432,0.31250548362731934,32394
433,0.9942313432693481,559
434,0.7986269593238831,39699
435,0.732003390789032,8763
436,0.7429928779602051,19406
437,0.5426536202430725,7389
438,0.11609967052936554,21481
439,0.9940080642700195,13637
440,0.8449848890304565,7282
441,0.9228948950767517,21943
442,0.9836869835853577,15797
443,0.1749129444360733,19375
444,0.9329889416694641,10795
445,0.2738570272922516,29825
446,0.9668025374412537,5013
447,0.4423620402812958,36707
448,0.65184086561203,34927
449,0.8475333452224731,19420
450,0.9829332828521729,14410
451,0.8951060175895691,32277
452,0.9828160405158997,11262
453,0.5420222878456116,36309
454,0.807406485080719,4911
455,0.9459320902824402,9607
456,0.08440930396318436,28924
457,0.6692206859588623,34809
458,0.8470401763916016,34344
459,0.38868585228919983,39114
460,0.9795436263084412,23366
461,0.9261922240257263,24129
462,0.9774234890937805,20318
463,0.7880814075469971,22025
464,0.600440263748169,23003
465,0.8875179886817932,1947
466,0.915432333946228,33316
467,0.42026394605636597,13044
468,0.9022403955459595,13280
469,0.8954284191131592,37251
470,0.8665689826011658,10764
471,0.615780770778656,30976
472,0.8862460851669312,12927
473,0.8818919062614441,9684
474,0.9155910015106201,33493
475,0.9846161007881165,7805
476,0.2422753870487213,28467
477,0.9942172765731812,29111
478,0.07210943102836609,33145
479,0.8846666216850281,4677
480,0.9522659778594971,37623
481,0.5619273781776428,31088
482,0.8823857307434082,12461
483,0.06845253705978394,9132
484,0.9809181690216064,19652
485,0.061708368360996246,27688
486,0.9818606376647949,15415
487,0.7953569293022156,19938
488,0.909233570098877,32602
